0,20,20,3.5379,3.68218,0.175639,0.1576,0.1639
1,13,33,3.19364,3.2024,0.178261,0.176972,0.1639
2,27,60,2.73396,2.67613,0.178261,0.176972,0.192307
3,21,81,2.75049,2.93187,0.204762,0.204762,0.204762
4,22,103,2.51882,2.73924,0.204762,0.204762,0.204762
5,22,125,2.45779,2.46182,0.211946,0.19352,0.311689
6,26,151,2.40263,2.41602,0.211946,0.19352,0.249872
7,22,173,2.36539,2.43083,0.219705,0.19352,0.261688
8,23,196,2.3381,2.41626,0.251714,0.213039,0.261688
9,24,220,2.33674,2.4172,0.251714,0.213039,0.261688
10,20,240,2.26302,2.27663,0.251714,0.213039,0.261688
11,17,257,2.33061,2.38521,0.243571,0.213039,0.243571
12,21,278,2.29131,2.3109,0.243571,0.285221,0.332671
13,24,302,2.24757,2.27254,0.268309,0.268309,0.332671
14,15,317,2.24242,2.24433,0.435908,0.268309,0.332671
15,16,333,2.37611,2.54603,0.435908,0.300635,0.340639
16,23,356,2.31988,2.36057,0.435908,0.300635,0.340639
17,17,373,2.3019,2.31361,0.378755,0.300635,0.477422
18,19,392,2.30158,2.33306,0.378755,0.300635,0.531243
19,15,407,2.36198,2.44743,0.585725,0.300635,0.531243
