127839,141.599,2758.53,0
129003,5.18936,552.935,0
125622,225.697,1490.87,0
82344.8,162.27,2808.19,1
128500,100.879,2251.03,0
179653,176.958,5116.08,0
98381.8,118.643,1475.33,0
197521,173.896,5000.83,0
287003,167.838,2519.04,1
403706,325.399,6405.51,1
83186.5,75.8431,1420.7,1
72640.7,229.433,1271.45,0
414553,311.33,3272.41,1
127411,178.964,4088.05,1
388568,222.84,4723.36,1
132448,182.055,3400.89,1
35071.1,63.0101,1810.22,0
19823.7,232.503,2079.42,0
58995,141.472,2010.65,0
139235,177.716,5979.39,0
42701.5,134.255,4458.41,0
69794.4,265.25,2708.99,1
121265,228.098,2649.5,1
179431,145.545,3419.2,0
408243,108.681,2789.55,1
28170.4,78.8569,967.175,0
182082,81.4572,2378.08,0
285444,169.018,5584.69,1
49261.2,68.612,1075.3,0
139092,80.641,2770.12,1
41096.2,87.6396,1457.39,0
46425.7,94.2122,1378.13,0
342924,222.539,5067.91,1
110819,153.147,2082.79,1
48424.9,185.065,1400.95,0
372804,300.491,2989.92,1
170060,174.663,4718.49,1
852.85,420.419,3289.68,0
59109.9,72.728,4503.66,0
141387,54.6291,2233.18,0
167019,95.2899,2722.74,1
26861.9,267.934,1036.52,0
41157.4,158.365,1847.53,0
10718.7,77.8693,218.198,0
85450.1,5.08597,3841.33,0
120089,370.53,2533.16,0
133286,370.746,3835,1
106715,130.362,2023.19,0
166135,25.8038,2836.04,0
72778.4,53.3413,1640.64,0
210421,2.35166,1749.73,0
29659.8,82.5187,2492.11,0
153687,68.5705,4487.46,1
91139,217.364,3429.02,0
513332,356.79,9459.35,0
45465.6,79.9637,2270.2,0
1233.35,291.993,5326.73,0
38467.2,86.7064,2163.93,0
254116,447.761,4625.84,1
471279,131.407,3239.66,1
150497,105.185,3551.18,1
109896,47.764,1705.18,0
151596,117.218,1506.65,1
47130.2,314.977,1435.9,0
197694,16.1323,1050.63,0
33491.8,204.896,4706.62,0
30768.4,144.71,2864.77,0
129746,308.995,3234.14,0
196861,97.959,3670.13,1
149398,122.681,1299.46,0
141589,315.368,2054.53,1
13557.4,303.158,4129.42,0
219071,189.829,2026.62,1
21441.9,228.376,1856.42,0
92925.8,120.897,1886.14,1
58299.7,107.82,1931.97,1
47580.7,66.0178,3101.07,1
118150,468.995,3159.4,1
134160,240.107,3106.78,0
613921,99.2939,4379.94,0
80679.3,162.631,985.366,0
45346.3,173.682,2439.13,0
12326.3,127.24,2152.13,0
10850.9,208.867,1378.68,0
41628.6,98.6369,2201.27,0
215579,248.454,3455.94,1
84255.7,106.637,1468.93,0
39632.6,307.186,1089.11,1
54338.3,86.5289,1584.43,0
325128,133.74,2452,1
571353,154.938,5912.26,1
84743.8,231.49,7344.68,0
57933.2,175.786,3559.24,0
60944.2,39.0618,3409.57,0
195550,35.0682,2073.01,0
111235,161.981,2043.98,0
72059.4,243.686,5654.52,0
109921,164.519,3699.62,1
92959.2,275.656,3804.37,0
116891,117.672,1468.14,1
132777,372.833,5593.45,0
127323,173.35,2286.07,1
811246,107.789,7572.12,1
50291,73.3347,2041.08,0
281033,168.796,1562.18,0
125776,156.357,4692.81,1
235884,319.816,4814.27,1
152826,11.529,2666.17,0
15644.3,81.8286,2479.39,0
50692.7,181.817,5576.18,1
42752.1,358.198,2255.23,1
45992.2,24.8183,3162.36,0
285235,105.258,1969.25,1
83339.9,193.596,1524.59,1
183366,19.9144,2744.12,0
24047.6,56.999,1012.08,0
110003,115.306,2665.53,0
51067.1,154.663,1893.64,0
146776,200.204,5157.48,0
72350.9,118.177,3011.34,0
56491.4,89.3838,1184.69,1
95828.6,131.034,2370.06,0
83715.3,100.25,4195.25,1
210330,272.21,2327.61,0
28712.7,83.1607,1723.05,0
330407,215.599,1798.27,1
82056.1,125.639,3402.69,0
62234.2,94.4413,3464.64,0
82026.4,85.2098,7566.78,0
49365.4,195.154,1641.05,0
109912,132.019,1519.24,0
189320,208.852,2171.24,0
73918.8,122.524,2875.16,1
97239.4,214.706,2079.76,0
231699,91.6847,1042.68,1
315412,92.7303,2720.74,0
156239,31.8464,1596.66,0
63280.6,94.6187,2504.76,0
65564,54.6566,1134.84,0
624214,309.774,9088.86,1
196737,138.415,3860.39,0
40943.9,130.213,1054.91,0
67965,251.777,2073.57,1
66616.4,136.907,2298.07,1
87049.3,164.468,1060.79,1
108818,53.5458,1787.48,0
125305,246.811,1764.83,0
355112,238.565,4435.08,0
5065.42,26.5407,1605.89,0
42589.6,111.175,3956.78,0
100986,285.422,4119.46,1
138358,181.155,2645.11,1
172893,149.345,2832.27,0
136007,253.016,3094.71,0
190989,285.696,1153.69,1
14405.2,62.8257,879.471,0
65330.8,66.1592,1995.88,0
127217,118.303,2476.11,0
273655,75.4632,2068.11,1
257073,191.65,2403.48,0
97444.3,299.277,2617.68,1
173038,133.534,2169.89,0
48181.5,408.497,2588.87,1
517705,89.2044,3038.92,1
42918.1,87.5394,1845.04,0
364345,238.607,1457.17,1
20563.1,137.342,1276.22,0
32321,19.5584,818.415,0
135594,125.219,2378.37,0
171359,126.838,2691.63,1
78412.6,3.54199,3314.55,0
52993.6,100.271,1632.27,0
399193,290.04,2677.44,1
122158,129.247,311.217,0
97617,107.485,2132.95,1
520516,250.342,5732.04,1
4390.75,10.4159,423.71,0
115359,274.138,2215.14,0
67657.2,77.9849,1810.14,0
21810.2,123.512,1327.85,0
32082.4,138.473,2463.4,0
151478,78.5544,4738.91,0
87399.2,180.255,2256.56,0
50112.9,300.222,4004.95,0
267019,231.612,3238.66,1
54307.3,90.7731,3063.15,0
66613.1,161.904,845.652,0
55914.8,373.619,2345.09,0
16115.9,140.076,781.44,0
101946,152.342,1097.52,1
17843.8,114.743,3967.39,0
97510.2,65.9928,3840.57,0
541925,90.6523,2677.39,0
82575.1,0.73521,2570.63,0
141692,117.742,2327.27,1
125105,87.0453,2924.61,0
90907.5,7.78928,1846.52,0
63928.2,80.9675,335.117,0
88556,168.529,2578.23,0
33701.3,178.509,1914.17,0
63772.1,106.362,1921.64,0
219484,260.24,2356.58,1
68067.5,146.039,1321.09,0
216405,103.767,3168.22,1
18871.6,54.7821,2267.89,0
49672.8,166.877,1552.32,0
124209,385.117,2429.24,0
62564.5,271.702,1883.61,0
544225,170.584,6545.02,0
83818.4,200.602,2401.12,0
1712.23,26.8428,359.046,0
61882.3,80.811,5551.11,1
26476.6,79.0347,1817.26,0
188305,15.5362,1578.58,0
126867,78.0565,2059.66,0
108721,277.283,1737.21,0
46420.3,249.476,1734.39,0
78255.1,139.122,1694.83,1
59543.9,6.41327,2796.05,0
122559,183.525,7068.5,0
135114,26.6072,944.284,0
63825.6,45.7433,4558.47,0
24822.7,208.823,1528.74,0
71536,232.098,3970.44,1
92759.9,126.021,2737.29,1
128261,80.7705,3017.81,0
57855.7,257.593,4803.18,1
136008,1.39631,1554.01,0
8121.19,152.84,1292.13,0
81861.6,34.8843,1902.58,0
82378,121.631,4627.54,0
259560,58.1088,1953.94,0
58969.9,125.662,2188.99,0
235406,83.9321,4070.61,1
37104.4,170.936,1475.58,0
54361.6,32.5474,2010.57,0
209448,126.256,2418.33,0
121111,107.743,3003.02,1
607442,573.803,6549.03,1
139027,101.068,1876.3,0
25458.5,112.661,1618.98,0
41040.2,132.455,3035.59,0
101548,170.065,6335.5,1
28785.7,127.434,1231.87,0
377709,41.2537,1861.83,0
196905,219.025,3231.76,0
78129.4,97.7139,898.08,0
170702,69.6252,2575.29,1
34722,83.4189,796.476,0
244272,120.819,3374.45,1
61520.7,209.523,1781.8,0
139942,155.979,3216.6,0
151049,2.74004,1063.94,0
113571,133.088,2402,1
72391.9,309.25,3759.56,0
90564.9,106.83,2376.43,0
129905,40.1009,1907.22,0
72615.6,83.6749,2325.22,1
31035.4,43.2541,449.682,0
124134,440.654,10477.2,1
40126.2,197.591,2582.64,1
155700,152.845,4904.68,0
51144.6,383.98,928.435,0
141251,122.803,2073.18,1
31124.1,47.6211,1017.61,0
29515.9,164.197,3345.48,0
72650.1,53.5539,2881.35,0
26956.4,4.47176,1892.3,0
59648.2,201.929,2997.25,0
112578,211.781,1209.41,1
230395,383.3,4977.47,1
428234,1003.49,8840.77,1
612573,321.818,1801.88,1
110968,27.7898,2463.66,0
19650.5,138.345,2185.33,0
926712,210.066,4980.5,1
147209,40.5559,2673.27,0
60993.1,320.822,1861.28,1
290471,122.288,3301.79,1
184360,148.141,2424.85,1
82906.7,100.131,4730.37,0
57625.3,182.7,2153.37,1
52564.5,118.453,720.788,0
49003.6,309.859,2619.64,0
3438.45,60.7066,1872.89,0
354509,146.554,3488.45,1
285547,108.647,3962.1,0
163255,236.019,10445.4,1
130835,114.095,2301.78,1
185204,232.039,2257.34,0
8267.47,7.53187,1340.4,0
266410,105.408,2434.28,1
171295,528.657,3570.33,1
152256,113.373,3340.79,1
61243.2,97.672,2334.38,0
127932,131.353,791.674,0
39191.2,20.7526,916.219,0
380708,84.9568,2767.75,1
150673,80.8459,2563.4,1
48427.3,101.98,4433.19,0
