0,10,10,3.50497,3.51425,0.21072,0.157874,0.164068
1,19,29,2.87078,2.89767,0.167259,0.167259,0.164068
2,25,54,2.52045,2.57049,0.183221,0.167259,0.176802
3,26,80,2.68636,2.83824,0.183221,0.217293,0.176802
4,25,105,2.60425,2.67765,0.170069,0.217293,0.230438
5,19,124,2.46195,2.56342,0.238321,0.207177,0.230438
6,20,144,2.51997,2.46562,0.245388,0.207177,0.230438
7,26,170,2.46674,2.46671,0.245388,0.224121,0.230438
8,19,189,2.38567,2.42397,0.245388,0.224121,0.230438
9,20,209,2.48447,2.46895,0.319071,0.224121,0.230438
10,26,235,2.30964,2.32169,0.222794,0.224121,0.230438
11,21,256,2.31516,2.42282,0.222794,0.224121,0.230438
12,23,279,2.34713,2.43007,0.222794,0.224121,0.241802
13,16,295,2.26318,2.21533,0.309409,0.224121,0.241802
14,28,323,2.2607,2.46784,0.339252,0.360263,0.241802
15,25,348,2.33009,2.38889,0.450542,0.360263,0.264617
16,13,361,2.31564,2.30574,0.450542,0.360263,0.264617
17,21,382,2.34344,2.59803,0.286046,0.360263,0.380402
18,17,399,2.44673,2.54576,0.286046,0.360921,0.380402
19,16,415,2.42773,2.42573,0.322181,0.360921,0.380402
