0,18,18,3.53001,3.61119,0.212499,0.167,0.172173
1,20,38,3.11214,3.11572,0.235459,0.167,0.175133
2,22,60,2.84528,2.8749,0.220816,0.167,0.182327
3,22,82,2.59461,2.68793,0.202132,0.202132,0.182327
4,24,106,2.66389,2.6635,0.206346,0.211154,0.182327
5,15,121,2.47004,2.4664,0.206346,0.211154,0.270635
6,34,155,2.59464,2.6183,0.279051,0.211154,0.270635
7,27,182,2.58558,2.61063,0.298064,0.211154,0.270635
8,21,203,2.54131,2.5536,0.341711,0.211154,0.341711
9,15,218,2.46944,2.5039,0.341711,0.302054,0.341711
10,18,236,2.49376,2.74096,0.341711,0.302054,0.341711
11,18,254,2.43154,2.42699,0.350778,0.302054,0.2938
12,17,271,2.44354,2.45206,0.329022,0.302054,0.2938
13,19,290,2.38134,2.41004,0.333645,0.302054,0.2938
14,17,307,2.42433,2.45765,0.352342,0.440485,0.2938
15,14,321,2.44404,2.60201,0.350785,0.440485,0.2938
16,11,332,2.42972,2.48719,0.350785,0.45462,0.2938
17,9,341,2.41867,2.50678,0.388143,0.45462,0.370181
18,11,352,2.39102,2.43712,0.490259,0.45462,0.370181
19,12,364,2.50436,2.6793,0.490259,0.45462,0.370181
