0,10,10,3.61117,3.79382,0.1639,0.160407,0.166461,0.2,0.145567,0.191986,0.18268,0.166461,0.226754,0.160407,0.164965,0.171121,0.209514,0.294338,0.191986,0.268744,0.145567,0.412169,0.131651,0.0591675,4,3,3
1,8,18,3.93195,4.05516,0.1639,0.160407,0.166461,0.2,0.145567,0.191986,0.190759,0.167216,0.22775,0.176349,0.164993,0.176887,0.210906,0.15075,0.155075,0.161634,0.139889,0.367972,0.0962351,0.0297469,7,6,5
2,11,29,3.71071,3.79998,0.16978,0.160407,0.166461,0.115069,0.145567,0.191986,0.200156,0.16978,0.245868,0.182258,0.170325,0.179198,0.216802,0.235562,0.115069,0.231465,0.050385,0.283729,0.0389173,0.0242261,13,6,10
3,10,39,4.01944,4.04343,0.257082,0.160407,0.166461,1.81062,0.145567,0.191986,0.20408,0.180779,0.257082,0.193102,0.174456,0.189934,0.233559,0.244513,0.0354919,1.81062,0.0634249,0.84949,0.0594941,0.0259803,16,10,13
4,6,45,4.19328,4.34577,0.267066,0.160407,0.166461,3.09876,0.145567,0.191986,0.206941,0.183045,0.267066,0.193399,0.180815,0.199005,0.247126,1.11571,0.153295,3.09876,0.103883,0.714349,0.102582,0.0521253,17,13,15
5,3,48,3.92,3.92,0.214093,0.160407,0.212569,0.162724,0.145567,5.11721,0.212569,0.195219,0.269051,0.214093,0.182751,0.200542,0.247947,5.11721,0.11793,8.60156,0.162724,0.188393,0.043495,0.0162158,17,14,17
6,10,58,4.07775,4.13332,0.214093,0.160407,0.212569,0.162724,0.145567,5.11721,0.228017,0.200082,0.269238,0.221469,0.184563,0.207926,0.259793,2.48991,0.178601,7.42055,0.219147,0.377062,0.0614259,0.0265493,19,17,22
7,8,66,4.02126,4.04136,0.236007,0.160407,0.212569,0.224877,0.145567,5.11721,0.241515,0.214195,0.28081,0.236007,0.187203,0.228615,0.265103,0.743049,0.174423,12.0109,0.224877,0.286619,0.0462964,0.0369425,21,22,23
8,7,73,4.09723,4.12463,0.236007,0.160407,0.212569,0.224877,0.145567,5.11721,0.242096,0.226243,0.281717,0.240729,0.193389,0.247786,0.279577,0.883535,0.0404492,17.1648,0.0630733,0.694695,0.0451463,0.0209766,25,24,24
9,3,76,4.02667,4.02667,0.236007,0.160407,0.212569,0.224877,0.145567,5.11721,0.246998,0.23383,0.29688,0.246267,0.201354,0.249702,0.284636,0.55799,0.0277967,18.6951,0.0215177,0.447465,0.024489,0.0306326,26,24,26
10,8,84,4.15453,4.34309,0.236007,0.160407,0.258819,0.224877,0.145567,0.280455,0.258819,0.245908,0.313705,0.260889,0.201559,0.25269,0.288199,0.280455,0.0170928,4.67284,0.0907698,0.224349,0.0064356,0.280744,27,26,31
11,7,91,4.27473,4.46408,0.236007,0.160407,0.258819,0.224877,0.145567,0.280455,0.264778,0.25483,0.322816,0.271886,0.211475,0.264155,0.306641,0.288287,0.00592326,1.9908,0.165452,0.0644632,0.00618228,0.290127,29,28,34
12,8,99,4.12763,4.21638,0.236007,0.160407,0.258819,0.224877,0.145567,0.280455,0.268079,0.260752,0.338407,0.274884,0.215,0.266847,0.325471,0.584855,0.0108898,2.11938,0.0904326,0.074521,0.00248653,0.155789,33,31,35
13,8,107,4.11755,4.11,0.236007,0.287272,0.258819,0.224877,0.0090348,0.280455,0.269206,0.266479,0.349633,0.304899,0.224477,0.287272,0.339694,0.651396,0.00907735,1.56056,0.104303,0.202475,0.0090348,0.0873414,35,32,40
14,3,110,4.10883,4.10667,0.236007,0.287272,0.258819,0.224877,0.0090348,0.280455,0.279486,0.278374,0.359193,0.324242,0.236648,0.299386,0.354746,0.629144,0.00669285,0.502056,0.116049,0.0403786,0.0126766,0.283281,36,33,41
15,4,114,4.10003,4.1,0.329626,0.287272,0.258819,0.131746,0.0090348,0.280455,0.300203,0.281165,0.390684,0.329626,0.258488,0.319829,0.366377,0.926453,0.00731526,0.334253,0.131746,0.165537,0.0321209,0.98816,37,35,42
16,7,121,4.12362,4.12571,0.329626,0.287272,0.258819,0.131746,0.0090348,0.280455,0.303325,0.282327,0.432185,0.340231,0.2679,0.32178,0.383959,0.820566,0.0131095,0.190156,0.158429,0.0477477,0.0301268,0.895487,39,38,44
17,2,123,4.1147,4.12,0.329626,0.287272,0.437981,0.131746,0.0090348,0.733318,0.321457,0.293507,0.437981,0.359834,0.276069,0.322856,0.407447,0.29452,0.0516579,0.733318,0.0538571,0.0442071,0.0115941,1.49515,40,39,44
18,3,126,4.28005,4.37453,0.329626,0.287272,0.437981,0.131746,0.0090348,0.733318,0.337871,0.303746,0.444013,0.402174,0.281048,0.332447,0.443632,0.353762,0.111741,2.64799,0.0480187,0.0296956,0.0223441,3.64365,41,41,44
19,3,129,4.12759,4.13333,0.329626,0.406701,0.437981,0.131746,0.0569498,0.733318,0.343276,0.32084,0.456235,0.406701,0.29677,0.340042,0.450733,1.00558,0.293669,0.74932,0.0569498,0.00678968,0.018699,1.91817,43,42,44
