16082.5,2082.52,14000,0,32
27777.3,9885.88,14000,0,33
30192.7,10745.5,14000,0,33
30192.7,10745.5,14000,0,33
28985,10315.7,14000,0,33
18298.2,4298.21,14000,0,33
19157.8,5157.85,14000,0,33
20447.3,6447.31,14000,0,33
26569.5,9456.06,14000,0,33
18543.3,3742.73,14000,0,34
27814.9,5614.09,14000,0,34
23179.1,4678.41,14000,0,34
16619.9,2619.91,14000,0,34
35000,4900.04,14280,1,32
39200,6514.07,14280,1,33
16885.6,2605.63,14280,1,33
35000,4900.04,14565.6,2,32
31499,4410.03,14565.6,2,32
18374.4,2572.52,14565.6,2,32
16893.1,2327.52,14565.6,2,32
15805.3,1239.74,14565.6,2,33
22079.8,2141.37,14565.6,2,33
20917.7,2028.66,14565.6,2,33
19094.1,2611.51,14565.6,2,34
27133.7,3711.09,14565.6,2,34
16764.8,2199.16,14565.6,2,34
32158.5,4398.33,14565.6,2,34
30624,4287.53,14856.9,3,32
16816.9,1960.02,14856.9,3,32
45600,4395.43,14856.9,3,33
30214.5,2930.29,14856.9,3,33
20917.7,2028.66,14856.9,3,33
32158.5,4398.33,14856.9,3,34
27133.7,3711.09,14856.9,3,34
37600,5085.57,14856.9,3,34
37600,5085.57,14856.9,3,34
27677.9,3287.76,15154.1,4,32
21219.7,2520.62,15154.1,4,32
18451.9,2191.84,15154.1,4,32
16469.2,1315.1,15154.1,4,32
27677.9,3287.76,15154.1,4,32
32290.8,3835.72,15154.1,4,32
21219.7,2520.62,15154.1,4,32
27179.9,2672.59,15154.1,4,33
47200,4501.2,15154.1,4,33
16666,1511.92,15154.1,4,34
22142.3,2630.21,15457.1,5,32
16881.8,1424.7,15457.1,5,32
17320.2,1863.07,15457.1,5,32
24910.1,2958.99,15457.1,5,32
32290.8,3835.72,15457.1,5,32
19374.5,2301.43,15457.1,5,32
34332.5,3375.9,15457.1,5,33
17910.9,1806.18,15457.1,5,34
16838.3,1381.19,15457.1,5,34
26859.6,3196.18,15766.3,6,32
35200,4128.4,15766.3,6,32
29607.9,3143.47,15766.3,6,33
17910.9,1806.18,15766.3,6,34
37600,3718.6,15766.3,6,34
18964.5,1912.42,15766.3,6,34
30553.9,3081.12,15766.3,6,34
26339.5,2656.14,15766.3,6,34
36000,4768.23,16081.6,7,32
17614.2,1532.64,16081.6,7,32
46400,4807.66,16081.6,7,33
37600,3718.6,16081.6,7,34
23178.8,2337.4,16081.6,7,34
33714.6,3399.86,16081.6,7,34
24232.4,2443.65,16081.6,7,34
37600,3718.6,16081.6,7,34
30923.1,3454.82,16403.2,8,32
25286,2549.9,16403.2,8,34
18537.8,1806.48,16731.3,9,32
36000,4154.91,16731.3,9,32
36000,4154.91,16731.3,9,32
46400,4807.66,16731.3,9,33
46400,4807.66,16731.3,9,33
24382.9,2588.74,16731.3,9,33
46400,4807.66,16731.3,9,33
18112.5,1381.19,16731.3,9,34
25286,2549.9,16731.3,9,34
27393.1,2762.39,16731.3,9,34
21556.3,2529.08,17065.9,10,32
23096,2709.73,17065.9,10,32
19233.7,2167.78,17065.9,10,32
36000,4154.91,17065.9,10,32
18978.3,1912.42,17065.9,10,34
37600,3718.6,17065.9,10,34
18872.1,1806.18,17065.9,10,34
18579.8,1172.55,17407.2,11,32
31952,2814.12,17407.2,11,32
46400,4807.66,17407.2,11,33
19227.2,1819.94,17407.2,11,34
20978.6,2183.93,17407.2,11,34
38400,3821.88,17407.2,11,34
38400,3821.88,17407.2,11,34
27417.7,1972.79,17755.4,12,32
36800,2564.62,17755.4,12,32
29607.9,3143.47,17755.4,12,33
24475.1,2547.92,17755.4,12,34
38400,3821.88,17755.4,12,34
19294.2,1183.67,18110.5,13,32
36800,2564.62,18110.5,13,32
18801,690.475,18110.5,13,32
31530.4,2268.7,18110.5,13,32
22641.3,2403.83,18110.5,13,33
22641.3,2403.83,18110.5,13,33
27971.5,2911.91,18110.5,13,34
20978.6,2183.93,18110.5,13,34
38400,3821.88,18110.5,13,34
38400,3821.88,18110.5,13,34
32052.6,2517.92,18472.7,14,32
19960.6,1487.86,18472.7,14,32
36800,2861.27,18472.7,14,32
33509.5,2632.37,18472.7,14,32
20474.6,2001.94,18472.7,14,34
23311,1831.22,18842.2,15,32
43541,4622.75,18842.2,15,33
46400,4807.66,18842.2,15,33
38400,3821.88,18842.2,15,34
33216.2,3457.9,19219,16,34
21220.9,2001.94,19219,16,34
39200,2743.86,19603.4,17,32
25558.3,1522.78,19995.4,18,33
42400,4855.38,19995.4,18,34
23057.4,2832.3,19995.4,18,34
21566.7,1171.37,20395.4,19,33
41600,2459.88,20395.4,19,33
