32374,4532.54,14000,0,32
35000,4900.04,14000,0,32
26460.4,5340.7,14000,0,33
16769.3,2769.25,14000,0,33
16078.9,1798.87,14280,1,32
17498.5,2598.36,14280,1,32
26400,3897.54,14280,1,32
20190.6,2998.11,14280,1,32
23555.7,3497.8,14280,1,32
33320.6,6725.33,14280,1,33
18171.5,2698.3,14280,1,34
26400,3897.54,14280,1,34
20863.6,3098.05,14565.6,2,32
26400,3897.54,14565.6,2,32
22209.6,3297.92,14565.6,2,32
24611.9,3739.97,14565.6,2,33
28006.7,4255.83,14565.6,2,33
29600,4384.79,14565.6,2,33
26247.8,3897.54,14565.6,2,34
26400,3897.54,14565.6,2,34
17355.3,2498.43,14856.9,3,32
16356,1499.06,14856.9,3,32
20190.6,2998.11,14856.9,3,32
16955.6,2098.68,14856.9,3,32
18171.5,2698.3,14856.9,3,32
21536.6,3197.99,14856.9,3,32
29600,4384.79,14856.9,3,33
29600,4384.79,14856.9,3,33
21600,2972.27,14856.9,3,34
29417.8,2860.96,15154.1,4,32
29600,2860.96,15154.1,4,32
22286.2,2167.4,15154.1,4,32
16627.9,1473.83,15154.1,4,32
25600,2400.66,15154.1,4,33
19042.4,1837.52,15154.1,4,34
20800,1956.07,15154.1,4,34
20800,1956.07,15154.1,4,34
18428.2,1778.24,15154.1,4,34
16517.4,1363.32,15154.1,4,34
16576.6,1422.6,15154.1,4,34
24395.8,2791.63,15457.1,5,32
25600,2400.66,15457.1,5,33
20565.5,1950.54,15457.1,5,33
16939,1481.87,15457.1,5,34
20800,1956.07,15457.1,5,34
20800,1956.07,15457.1,5,34
16998.3,1541.15,15457.1,5,34
20800,1956.07,15457.1,5,34
20800,1956.07,15457.1,5,34
17708.3,1942.01,15766.3,6,32
32000,3641.26,15766.3,6,32
21424.4,1653.13,15766.3,6,33
19384,1495.69,15766.3,6,33
24000,1810.57,15766.3,6,33
16596.1,829.848,15766.3,6,34
27200,1204.64,16081.6,7,32
27200,1204.64,16081.6,7,32
16840.1,758.477,16081.6,7,32
20404.2,1574.41,16081.6,7,33
24000,1810.57,16081.6,7,33
17183.7,1102.09,16081.6,7,33
20404.2,1574.41,16081.6,7,33
24000,1810.57,16081.6,7,33
20800,1455.59,16081.6,7,34
17277.3,1195.66,16081.6,7,34
17069.3,987.723,16081.6,7,34
17121.3,1039.71,16081.6,7,34
20800,1455.59,16081.6,7,34
25381,1160.02,16403.2,8,32
21746.1,770.597,16403.2,8,33
23200,799.137,16403.2,8,33
16831.3,428.109,16403.2,8,33
20940.7,742.056,16403.2,8,33
23200,799.137,16403.2,8,33
