0,3,3,3.5,3.5,0.1667,0.1557,0.1491,0.2,0.2,0.2,0.222474,0.163516,0.157349,0.176645,0.175393,0.168569,0.169302,0.162193,0.210954,0.246215,0.0787707,0.389581,0.106208,0.177987,1,2,0
1,2,5,3.5,3.5,0.227807,0.1557,0.169225,0.0361719,0.2,0.459026,0.227807,0.169225,0.166299,0.184349,0.178464,0.168748,0.178794,0.0361719,0.459026,0.685187,0.126235,0.958641,0.0638044,0.28962,1,4,0
2,3,8,2.53599,2.60667,0.201176,0.229472,0.169225,0.118663,0.0648858,0.459026,0.229472,0.169463,0.17041,0.201176,0.184638,0.191981,0.183436,0.0648858,0.250357,1.3666,0.118663,0.592256,0.130488,0.272035,1,5,2
3,6,14,2.2965,2.30869,0.201176,0.232617,0.232617,0.118663,0.0784574,0.0784574,0.232617,0.173708,0.183894,0.201476,0.18998,0.206148,0.185675,0.0784574,0.101122,4.34574,0.134754,1.54656,0.139879,0.374713,2,5,7
4,6,20,2.61633,2.62084,0.186439,0.232617,0.232617,6.50122,0.0784574,0.0784574,0.233464,0.183828,0.186439,0.209283,0.192616,0.222468,0.194417,0.0854662,0.046337,6.50122,0.186853,7.21006,0.0253167,0.291525,6,5,9
5,0,20,-nan(ind),-nan(ind),0.194815,0.212487,0.194815,4.72362,0.178769,4.72362,0.233568,0.193786,0.188479,0.212487,0.194815,0.224238,0.194806,0.0864785,0.325251,5.63353,0.178769,4.72362,0.01245,0.135652,6,5,9
6,1,21,2.64,2.64,0.199547,0.212487,0.194815,22.5011,0.178769,4.72362,0.237994,0.201515,0.199547,0.217862,0.203136,0.237709,0.197762,0.0284156,0.401683,22.5011,0.139769,5.22101,0.0131284,0.163569,6,5,10
7,1,22,3.02722,3.02722,0.199547,0.212487,0.194815,22.5011,0.178769,4.72362,0.254686,0.210491,0.202472,0.2394,0.223401,0.247183,0.204213,0.0369795,0.113953,5.92474,0.0898237,2.18288,0.00517782,0.505612,6,5,11
8,3,25,3.7511,3.90536,0.215314,0.212487,0.194815,0.382084,0.178769,4.72362,0.25564,0.215314,0.211867,0.254534,0.234882,0.251293,0.205968,0.0612836,0.382084,5.46201,0.0880472,2.53715,0.0309965,0.456859,6,6,13
9,1,26,3.84,3.84,0.269824,0.21856,0.21856,0.141947,11.7763,11.7763,0.264606,0.22819,0.21856,0.269824,0.259911,0.253103,0.224485,0.0874694,0.640973,11.7763,0.141947,1.58213,0.0271145,0.363723,7,6,13
10,1,27,4.24,4.24,0.269824,0.21856,0.21856,0.141947,11.7763,11.7763,0.26636,0.240706,0.23992,0.272075,0.261119,0.259573,0.237367,0.0754868,1.53559,10.4055,0.18024,1.41229,0.0155959,0.329966,8,6,13
11,1,28,5.09197,5.09197,0.282761,0.21856,0.254362,0.0189908,11.7763,3.84849,0.268415,0.246689,0.254362,0.302213,0.281275,0.282761,0.241737,0.0651986,4.55744,3.84849,0.17226,1.50704,0.0189908,0.72634,9,6,13
12,0,28,-nan(ind),-nan(ind),0.323383,0.21856,0.254362,0.222948,11.7763,3.84849,0.289296,0.248894,0.260273,0.323383,0.317821,0.289472,0.250942,0.0473779,2.71209,4.77046,0.222948,2.09039,0.0434043,1.98492,9,6,13
13,0,28,-nan(ind),-nan(ind),0.323383,0.314572,0.254362,0.222948,0.0206294,3.84849,0.310987,0.254297,0.26504,0.334107,0.318465,0.314572,0.261743,0.0701445,3.76367,3.85095,0.059182,4.09255,0.0206294,2.80393,9,6,13
14,1,29,5.2,5.2,0.323383,0.286757,0.254362,0.222948,4.64384,3.84849,0.333967,0.286757,0.275172,0.335552,0.323286,0.314577,0.286099,0.107605,4.64384,3.60069,0.0691771,12.4796,0.0476722,1.88851,9,7,13
15,0,29,-nan(ind),-nan(ind),0.323383,0.286757,0.321316,0.222948,4.64384,0.0466874,0.351464,0.298496,0.292856,0.350283,0.329363,0.321316,0.313388,0.188467,3.16116,2.77428,0.117413,7.87764,0.0466874,4.73788,9,7,13
16,1,30,5.12,5.12,0.323383,0.286757,0.321316,0.222948,4.64384,0.0466874,0.352683,0.310662,0.293177,0.380362,0.332206,0.329961,0.328773,0.72646,3.78342,6.52377,0.0669892,19.412,0.172062,18.5084,9,7,14
17,0,30,-nan(ind),-nan(ind),0.323383,0.286757,0.362176,0.222948,4.64384,1.36314,0.362176,0.320898,0.296901,0.387307,0.354674,0.344072,0.342148,1.36314,7.90589,3.7508,0.0260003,19.613,0.638273,9.58164,9,7,14
18,2,32,5.44,5.44,0.367066,0.286757,0.362176,4.60193,4.64384,1.36314,0.367066,0.321387,0.308531,0.389809,0.364388,0.354118,0.343913,4.60193,6.19192,3.47772,0.0315276,9.81531,0.555521,15.3581,11,7,14
19,0,32,-nan(ind),-nan(ind),0.367066,0.286757,0.362176,4.60193,4.64384,1.36314,0.377207,0.33534,0.316894,0.406555,0.412689,0.362883,0.377496,1.18588,5.07877,1.91048,0.247191,17.9782,0.270727,6.91432,11,7,14
