0,28,28,3.63802,3.89152,0.170832,0.157874,0.170832
1,18,46,3.9188,4.0358,0.162648,0.157874,0.170832
2,28,74,3.7997,3.92329,0.169224,0.157874,0.170832
3,19,93,3.77093,3.87812,0.169224,0.196206,0.236666
4,22,115,3.65543,3.86446,0.190529,0.196206,0.170069
5,32,147,3.47113,3.50389,0.190529,0.238321,0.170069
6,24,171,3.33738,3.30566,0.240926,0.238321,0.170069
7,21,192,3.38154,3.35818,0.240926,0.238321,0.170069
8,34,226,3.38589,3.46816,0.188994,0.229918,0.229918
9,30,256,3.25306,3.31314,0.263484,0.229918,0.229918
10,26,282,3.32594,3.65724,0.263484,0.229918,0.229918
11,25,307,3.28212,3.41196,0.344019,0.289197,0.269564
12,20,327,3.26887,3.50976,0.33206,0.289197,0.269564
13,27,354,3.15184,3.21446,0.33206,0.289197,0.269564
14,17,371,3.27942,3.77493,0.33206,0.289197,0.269564
15,15,386,3.24457,3.43474,0.33206,0.289197,0.269564
16,24,410,3.32943,3.49838,0.33206,0.289197,0.269564
17,19,429,3.30101,3.35267,0.33206,0.380402,0.380402
18,15,444,3.23665,3.24006,0.33206,0.380402,0.380402
19,15,459,3.22156,3.29632,0.369715,0.380402,0.380402
