0,28,28,3.58402,3.77844,0.1716,0.1576,0.1639
1,35,63,3.67598,3.68952,0.176972,0.1576,0.215163
2,21,84,3.75387,3.78541,0.176972,0.190944,0.213468
3,18,102,3.63365,3.69776,0.176972,0.190944,0.213468
4,17,119,3.65146,3.71965,0.230661,0.190944,0.213468
5,30,149,3.49098,3.59797,0.230661,0.190944,0.231555
6,31,180,3.35055,3.40474,0.230661,0.324492,0.231555
7,21,201,3.45758,3.82362,0.219705,0.324492,0.231555
8,22,223,3.25722,3.34323,0.213039,0.213039,0.36288
9,19,242,3.26361,3.33693,0.213039,0.236363,0.262578
10,14,256,3.24058,3.30602,0.301295,0.236363,0.236974
11,24,280,3.23285,3.2988,0.308595,0.308595,0.236974
12,17,297,3.25153,3.37909,0.299335,0.308595,0.260042
13,23,320,3.33599,3.53943,0.333325,0.308595,0.260042
14,15,335,3.23183,3.31539,0.333325,0.308595,0.270838
15,22,357,3.19867,3.2214,0.489782,0.308595,0.270838
16,23,380,3.3537,3.76136,0.489782,0.308595,0.270838
17,12,392,3.22393,3.27285,0.489782,0.308595,0.477422
18,18,410,3.28237,3.46061,0.564949,0.308595,0.564949
19,15,425,3.3941,3.83106,0.564949,0.308595,0.564949
