280721,146.519,4703.19,1
50690.9,135.902,2080.74,0
95116.8,82.3578,1791.8,0
75087.6,138.393,3417.89,1
100800,57.8507,798.907,1
180550,225.596,3820.73,0
56923.2,6.82274,496.548,0
68760.1,77.2561,1817.77,1
29505,215.603,2166.49,0
344037,90.5567,7375.76,1
51631.2,196.975,1059.45,0
65657.6,140.726,2352.8,1
957446,122.424,2750.59,0
33358.5,62.0877,2501.98,0
56270.8,116.992,2660.85,1
113019,151.839,5021.24,0
65372.9,168.385,3894.69,1
36219.7,130.032,1771.81,0
1.09808e+06,275.616,1960.12,0
111877,229.426,4722.89,1
92100.7,225.47,2132.78,1
72568.8,95.9071,3989.44,0
127633,199.599,1101.12,1
143759,149.246,1013.57,1
253593,49.6525,2276.13,1
56078.5,150.907,4955.44,0
114636,350.397,3168.55,1
64481.7,316.674,2746.57,0
83796.8,137.338,939.418,1
41638,79.854,991.088,0
102836,31.6135,1697.28,0
112777,39.9304,2905.07,0
82628.5,221.024,1074.59,0
92620.8,180.013,2641.48,1
228342,119.828,1786.45,1
43800.7,80.0149,1022.87,0
124242,106.488,2222.08,1
66056.2,106.193,1961.42,1
84536.2,167.603,2554.28,1
212324,85.782,2363.67,1
250368,105.47,5880.3,1
62002,239.956,1772.1,0
182744,256.143,1388.11,1
5513.96,28.2091,2108.08,0
76071.5,158.893,1835.82,1
169540,79.3323,2037.39,0
230338,84.5739,3296.92,0
76251.5,122.117,1685.71,0
212916,169.087,4901.29,1
123976,253.357,1791.86,1
68413.5,426.245,5348.01,0
62184.7,223.503,1530.5,1
24690.3,3.30273,1767.23,0
68363.9,81.7032,2326.81,0
37201,84.7662,2472.88,1
95620.6,83.4013,2263.36,0
142603,113.96,1200.02,0
58157.2,46.4252,2867.07,0
224469,17.9303,2291.8,0
109016,268.585,2417.26,0
77063,252.969,1587.9,0
297393,487.566,5295.39,0
63083.3,330.218,3352.78,0
163355,81.4087,2265.76,0
123029,97.4075,3194.32,1
197575,289.896,3384.05,0
36776.6,62.4621,2877.88,0
121081,47.6454,919.526,0
34116.1,154.871,2711.37,0
140526,220.884,2118.04,1
155291,97.5383,1958.34,1
126961,286.102,3922.89,0
111641,15.6736,3026.66,0
139572,4.20536,3213.48,0
200479,312.383,1009.85,0
124719,214.862,2459.25,0
43594.5,7.35868,423.745,0
210481,177.522,4830.53,0
20015.2,155.485,1872.01,0
184054,106.214,1478.07,1
128058,96.9445,1061.94,1
77535.5,192.327,1315.96,0
68890.2,113.476,2250.02,1
109344,406.722,3323.48,1
207138,295.747,3012.74,0
47656.8,206.359,2406.86,1
227311,171.872,2500.89,1
17008.8,146.916,1065.86,1
98495.6,127.651,1604.19,1
71567,98.6348,1712.5,1
119378,109.867,3641.02,0
79166.3,117.356,2759.35,0
