159287,116.279,2766.36,0
140372,123.379,2541.34,1
172891,186.067,1900.22,0
68906,167.035,929.777,1
1.12231e+06,198.396,1975.47,1
350895,332.393,4443.26,1
65946.2,81.0519,1157.81,1
221580,268.08,5788.7,1
69627.5,59.0208,1880.31,0
150813,12.7971,658.822,0
157433,145.76,1869.03,1
41783.9,77.3336,1599.63,0
179404,147.32,2089.9,1
75462.1,247.53,6025.58,0
57822.6,148.902,2187.48,0
302279,146.761,2484.49,1
353715,79.1612,1008.48,1
24366.1,109.062,867.346,0
70446.5,268.574,2033.89,0
48633.5,91.3345,2767.26,1
194807,206.19,1337.12,0
81471.2,152.136,3356.77,1
131925,89.8087,4745.08,1
92400.2,35.8961,1782.53,0
136566,16.1915,689.619,0
196679,176.336,1485.7,1
105294,155.843,1983.78,1
90723,1.263,962.858,0
108171,57.5501,1124.4,0
117042,126.453,3346.86,1
103504,32.5448,2606.63,0
335784,227.567,3297.81,1
94191.7,98.9167,2133.24,0
24826.9,120.927,1344.26,1
6840.18,420.904,1015.14,0
72360.9,4.0494,3036.25,0
64960.7,257.331,3126.53,0
109014,108.681,1611.12,0
102520,259.459,2525.53,0
50375.5,40.2406,2280.74,0
186060,25.5139,3463.55,0
83755.3,125.59,8186.51,1
77529.1,327.751,1659.7,1
74248.7,161.595,1073.6,1
41459.6,42.0412,1335.15,0
81992.2,137.844,1274.18,1
91217.1,222.979,2169.75,0
55427.1,143.188,304.84,0
150289,216.375,2698.75,0
625297,118.618,2130,1
320139,33.7828,3196.16,0
85981.4,157.54,1925.47,0
254051,448.125,10589.5,1
35888.5,128.685,870.732,0
17310.5,102.55,2042.55,0
32830.8,243.327,5301.08,0
38634.4,15.9234,386.594,0
50078.9,137.326,4063.62,1
92531.6,58.3525,1947.59,1
65625.4,57.1837,3177.97,0
77195.5,102.639,1823.63,1
82674.2,242.468,1307.04,1
98981.3,95.8552,4292.69,1
629013,1.01259,1181.84,0
35717,0.657848,3195.19,0
107425,256.945,1123.69,0
43567.4,143.063,2575.63,1
61838.9,91.1931,2738.56,1
292419,282.071,3146.34,1
70453.5,285.332,3264.05,1
52077.6,197.347,1372.76,1
89935.9,371.487,3389.77,1
133963,107.398,2729.42,1
587818,212.984,4600.42,1
70935.4,283.226,2282.74,1
27349.3,122.629,2720.67,0
69107.9,170.567,1201.56,1
118721,122.826,2164.22,1
102254,8.14941,1151.51,0
82885.4,139.461,4609.69,0
410800,248.649,4865.89,1
47932.4,120.28,2602.52,1
108311,167.589,1939.41,1
73422.3,94.4925,1504.6,0
96479.6,250.96,2998.19,1
320222,517.765,2936.01,1
