35000,6924.04,14000,0,32
22252,4491.27,14000,0,32
18543.3,3742.73,14000,0,32
18203,3082.98,14000,0,33
20023.3,3391.28,14000,0,33
28214.6,4778.62,14000,0,33
20931.5,3407.73,14000,0,34
15926.1,1926.11,14000,0,34
17291.3,2815.08,14000,0,34
20746.1,2990.95,14280,1,32
25356.4,3655.61,14280,1,32
39200,5649.58,14280,1,32
35729.4,5151.09,14280,1,32
33675.5,5703.51,14280,1,33
20933.4,3545.43,14280,1,33
16650.6,2370.6,14280,1,34
16946.9,2666.92,14280,1,34
35991.5,3067.22,14565.6,2,32
28209.6,2404.04,14565.6,2,32
17340.3,2774.68,14565.6,2,33
35000,5857.66,14565.6,2,33
30034.9,5086.92,14565.6,2,33
31328.8,6121.5,14565.6,2,34
20427.6,1740.85,14856.9,3,32
16017.5,1160.57,14856.9,3,32
24318.6,2072.45,14856.9,3,32
22257.6,3696.68,14856.9,3,33
17074.9,2218.01,14856.9,3,33
37096.1,6161.13,14856.9,3,33
22828.6,1892.08,14856.9,3,34
26089.9,2162.38,14856.9,3,34
18480.3,1531.68,14856.9,3,34
35200,2883.17,14856.9,3,34
19567.4,1621.78,14856.9,3,34
35200,2883.17,14856.9,3,34
36000,2424.76,15154.1,4,32
36000,2424.76,15154.1,4,32
16137.1,983.009,15154.1,4,33
20654.5,1711.88,15154.1,4,34
35200,2883.17,15154.1,4,34
35200,2883.17,15154.1,4,34
31525.2,2612.87,15154.1,4,34
28612.4,1881.61,15457.1,5,32
35200,2257.94,15457.1,5,32
35200,2257.94,15457.1,5,32
27467.9,1806.35,15457.1,5,32
18311.9,1204.23,15457.1,5,32
30901.4,2032.14,15457.1,5,32
16571.2,1114.08,15457.1,5,33
35200,2424.76,15457.1,5,33
16571.2,1114.08,15457.1,5,33
27551.8,1900.48,15457.1,5,33
30402,2097.09,15457.1,5,33
18051.2,1245.15,15766.3,6,33
22828.6,1892.08,15766.3,6,34
35200,2883.17,15766.3,6,34
19567.4,1621.78,15766.3,6,34
16714.9,633.286,16081.6,7,32
28725.7,1266.57,16081.6,7,32
28501.9,1966.02,16081.6,7,33
35200,2424.76,16081.6,7,33
35200,2424.76,16081.6,7,33
23751.6,1638.35,16081.6,7,33
17523.2,1441.58,16081.6,7,34
32485.9,939.189,16403.2,8,32
22404.1,647.716,16403.2,8,32
21283.9,615.331,16403.2,8,32
17451.8,1048.54,16403.2,8,33
28501.9,1966.02,16403.2,8,33
17386.2,983.009,16403.2,8,33
26601.8,1834.95,16403.2,8,33
35200,2424.76,16403.2,8,33
23751.6,1638.35,16403.2,8,33
34400,971.575,16731.3,9,32
28005.1,809.646,16731.3,9,32
35200,1609.42,16731.3,9,33
28534.8,1355.3,16731.3,9,33
35200,2883.17,16731.3,9,34
17992.7,1261.39,16731.3,9,34
26281.8,456.82,17065.9,10,32
31287.9,543.834,17065.9,10,32
17348.7,282.793,17065.9,10,32
35200,609.094,17065.9,10,32
26281.8,456.82,17065.9,10,32
26751.4,1270.6,17065.9,10,33
35200,1609.42,17065.9,10,33
19641.8,423.26,17065.9,10,34
28059.7,604.657,17065.9,10,34
35200,755.821,17065.9,10,34
35200,755.821,17065.9,10,34
18238.8,393.027,17065.9,10,34
19872.2,282.754,17407.2,11,32
29808.3,424.131,17407.2,11,32
17548.6,141.377,17407.2,11,32
17654.7,247.41,17407.2,11,32
21401.1,1016.48,17407.2,11,33
30865.6,665.122,17407.2,11,34
17888.3,132.902,17755.4,12,32
35200,383.939,17755.4,12,32
32101.7,1524.72,17755.4,12,33
32101.7,1524.72,17755.4,12,33
19617.7,931.771,17755.4,12,33
35200,1609.42,18110.5,13,33
28534.8,1355.3,18110.5,13,33
18443.1,332.561,18110.5,13,34
35200,256.556,18472.7,14,32
30121.1,223.092,18472.7,14,32
21084.8,156.165,18472.7,14,32
25602.9,189.628,18472.7,14,32
35200,305.755,18472.7,14,33
18589.2,116.478,18472.7,14,33
35200,305.755,18472.7,14,33
34640.8,305.755,18472.7,14,33
18589.2,116.478,18472.7,14,33
18737.9,265.187,18472.7,14,34
22757.2,277.051,18842.2,15,32
27814.3,338.617,18842.2,15,32
25919.4,153.578,18842.2,15,33
18947.7,105.585,18842.2,15,33
35200,201.571,18842.2,15,33
21059.5,124.782,18842.2,15,33
33951,127.25,19219,16,32
36800,133.309,19219,16,32
19400.5,72.7141,19219,16,32
22669.1,90.8927,19219,16,34
36800,133.309,19603.4,17,32
29100.8,109.071,19603.4,17,32
19689.8,86.3874,19603.4,17,33
35200,201.571,19603.4,17,33
27539.3,163.176,19603.4,17,33
35200,201.571,19603.4,17,33
34400,126.078,19603.4,17,34
26119.3,97.424,19603.4,17,34
34400,126.078,19603.4,17,34
34468.4,184.543,19995.4,18,32
37600,196.846,19995.4,18,32
31489.8,73.9291,19995.4,18,33
20038.9,43.4877,19995.4,18,33
30728.6,114.616,19995.4,18,34
34400,126.078,19995.4,18,34
34400,126.078,19995.4,18,34
34400,126.078,19995.4,18,34
37600,196.846,20395.4,19,32
20456.9,61.5143,20395.4,19,32
37600,86.9754,20395.4,19,33
20443.2,47.8365,20395.4,19,33
20430.1,34.7902,20395.4,19,33
